query,clicks,impressions,position_avg,ctr_pct
photo booth rental plant city fl,0,24,86.63,0.0
360 booth san diego,0,24,48.5,0.0
photobooth in french,0,24,2.26,0.0
photobooth word,0,23,1.27,0.0
photo booth setup,0,23,45.52,0.0
traditional photo booth,0,23,1.05,0.0
photo booyh,0,23,63.43,0.0
strip foto adalah,0,23,1.68,0.0
custom photobooth,0,23,50.24,0.0
photo booth materials,0,23,29.48,0.0
photobooth poses,0,23,5.92,0.0
fphotobooth,0,23,70.59,0.0
polaroid frame photo booth,1,23,11.79,4.348
pgoto booth,0,23,69.48,0.0
phitobooth,0,23,66.75,0.0
photo bootb,0,23,69.83,0.0
perbedaan photobooth dan photobox,0,23,2.33,0.0
what is a photo booth strip,0,23,3.49,0.0
photho booth,0,23,68.8,0.0
photo bhooth,0,23,74.04,0.0
2 strip photobooth,0,23,1.14,0.0
photo booth for birthday party,0,23,77.45,0.0
portable photo booth rental,0,23,53.84,0.0
photo booth means,0,23,33.45,0.0
foto bootj,0,23,70.7,0.0
ukuran kertas photobooth,0,23,5.55,0.0
photo booth name,0,23,28.65,0.0
360 camera booth rental near me,0,23,17.88,0.0
blababooth photo strip sample image,0,23,6.96,0.0
photp booth,0,23,69.02,0.0
photobooth photo strip,0,22,13.1,0.0
ohoto booth,0,22,67.95,0.0
phoo booth,0,22,70.45,0.0
2 mb ka photo size,0,22,3.32,0.0
photobooth name,0,22,18.28,0.0
photobooty,0,22,63.73,0.0
what's smaller than 4x6 photo,0,22,1.0,0.0
how to describe photo booth,0,22,8.93,0.0
the photo booth,0,22,27.12,0.0
"photo booth rental in miami, fl -site:indeed.com -site:instagram.com -site:wikipedia.org -site:linkedin.com -site:bark.com -site:facebook.com/groups",0,22,7.23,0.0
ophoto booth,0,22,70.42,0.0
360 photo booth images,0,22,14.47,0.0
photo strip ideas,0,22,11.04,0.0
standard photostrip size,1,22,1.85,4.545
blababooth photo strip example text,0,22,2.45,0.0
best photobooth rental miami,0,22,9.48,0.0
photo booth word,0,22,4.42,0.0
photo me photo sizes,0,22,18.8,0.0
fotostreifen,0,22,7.88,0.0
photo strip photo booth,0,22,20.68,0.0
sweet 16 photo booth rental,0,22,36.89,0.0
what is a photobooth,0,21,11.6,0.0
what is the size of 2x2 picture,0,21,1.0,0.0
photibooth,0,21,71.95,0.0
phote booth,0,21,73.15,0.0
ขนาดphoto booth,0,21,1.08,0.0
what does your photo booth,0,21,21.14,0.0
photobooth in korean,0,21,2.38,0.0
camera booth photos,0,21,2.5,0.0
ideas for photo booth props,0,21,17.42,0.0
photo booth for parties,1,21,8.32,4.762
photo bootth,0,21,71.76,0.0
photo buffet meaning,0,21,1.0,0.0
mosaic photo booth miami,0,21,82.9,0.0
pphotobooth,0,21,72.9,0.0
renting a photo booth,0,21,39.61,0.0
mía photobooth,0,21,9.52,0.0
digital photo booth,0,20,7.6,0.0
iphoto booth,0,20,70.3,0.0
photos from photo booth,0,20,2.0,0.0
frame photo booth strips,0,20,1.11,0.0
photo booth on rent,0,20,49.77,0.0
glam booth,0,20,14.53,0.0
dana park acme cloud headshot or profile photo or speaker,0,20,5.01,0.0
photo booth artinya,0,20,2.62,0.0
picture booth photos,0,20,62.55,0.0
photobooth for birthday,0,20,9.03,0.0
fotoboorh,0,20,74.15,0.0
poses for 360 photo booth,1,20,10.67,5.0
mia photography,0,20,2.63,0.0
selfie booth for rent,0,20,23.28,0.0
photo trip,0,20,1.33,0.0
photobooth film strip,0,19,6.57,0.0
strap photobooth,0,19,1.59,0.0
photobooth definition,0,19,42.59,0.0
what do you need for a 360 photo booth,0,19,28.11,0.0
normal photo booth strip size,0,19,1.35,0.0
photobooth strip ideas,0,19,7.37,0.0
photo booth rental keystone fl,0,19,73.22,0.0
blababooth photo strip image,0,19,8.52,0.0
photo rental booth,0,19,61.5,0.0
photostrip photobooth,0,19,10.86,0.0
2x6 photo strips,0,19,1.06,0.0
photostrip meaning,0,19,1.0,0.0
photo booth rental westchester county ny,0,19,72.55,0.0
studio photo booth,0,19,51.58,0.0
typical photo booth strip size,0,19,3.73,0.0
wynwood photobooth,0,19,10.26,0.0
picture of photo booth,0,19,22.86,0.0
strip image size,0,18,2.18,0.0
photo booth definition,0,18,50.26,0.0
mini photo strip size in cm,1,18,1.63,5.556
ukuran foto strip photobooth,1,18,1.86,5.556
2x6 print,0,18,1.0,0.0
photobooth timezone,0,18,1.0,0.0
"photo booth hire company in coral terrace, miami-dade county",0,18,22.93,0.0
photobooth rental in miami,0,18,9.65,0.0
rent a photobooth,0,18,30.45,0.0
photo booth square,0,18,7.53,0.0
photobooth gallery,0,18,83.48,0.0
strip of photos,0,18,4.28,0.0
car photobooth,0,18,90.05,0.0
framed photobooth strips,0,17,7.34,0.0
photo-me model 17 photobooth weight dimensions,0,17,1.0,0.0
apa itu photo booth,0,17,1.11,0.0
photobooth company,0,17,30.62,0.0
business portrait photography coral gables,0,17,70.4,0.0
#miamiphotobooth,0,17,3.62,0.0
photo booth backdrop size,0,17,49.0,0.0
photobooth series,0,17,1.0,0.0
kissing booth photo prop,0,17,9.23,0.0
photo booth rental sun city center fl,0,17,60.5,0.0
photostrip dimension,0,17,2.19,0.0
photo strip size in mm,0,17,1.71,0.0
dimension photo photobooth,1,17,2.03,5.882
"fotorama photobooth, photography and videography",0,17,9.05,0.0
photobooth strip standard size 2 x 6 inches,0,17,5.54,0.0
what is this called,0,17,9.38,0.0
booth pics,0,16,7.4,0.0
"passport photography coral gables, fl",0,16,86.54,0.0
photo booth black and white,0,16,41.04,0.0
size ảnh photo booth,0,16,1.27,0.0
tiras de fotos,0,16,2.44,0.0
photobooth wedding,0,16,2.16,0.0
2 by 6 photo size,0,16,3.86,0.0
chinchin photo booth,0,16,6.38,0.0
360 camera booth near me,0,16,12.55,0.0
photostrip size photobooth in cm,0,16,6.21,0.0
photo booths near me,0,16,7.59,0.0
mirror photo booth miami,0,16,40.75,0.0
photo booth rental indian shores fl,0,16,79.0,0.0
photo booth rental lakeland,0,16,72.38,0.0
diy photography props,0,15,13.17,0.0
diy photo booth prop,0,15,19.76,0.0
selfie strip,0,15,1.77,0.0
booth,0,15,7.51,0.0
photo strip template size,0,15,2.62,0.0
photo booth pic size,0,15,2.04,0.0
lighting for a photo booth,0,15,41.58,0.0
photo booth for holiday parties,0,15,7.64,0.0
photo booth format,0,15,4.54,0.0
apa itu photobooth,0,15,3.42,0.0
ring roamer,0,15,45.46,0.0
photo booth rental for birthday party,0,15,28.46,0.0
how to make your own photo booth props,0,15,10.33,0.0
taille photo photobooth,1,15,5.13,6.667
360 spinner booth san diego,0,15,68.13,0.0
360 photo booth rental north miami,0,15,39.27,0.0
mosaic photo booth north miami,0,15,76.93,0.0
how much are photo booth pictures,0,15,4.83,0.0
photobooth strip size in canva,0,15,1.0,0.0
strip polaroid size,0,15,1.31,0.0
photo paper size for photobooth,0,15,1.3,0.0
party camera,0,15,12.44,0.0
standard size of photobooth,0,15,3.21,0.0
is photo booth one word,0,15,74.75,0.0
photobooth size in feet,0,15,8.29,0.0
how to set up a photo booth,0,15,58.5,0.0
a.i photo booth,0,15,21.54,0.0
photobooth chinese,0,15,2.33,0.0
polaroid strip,0,15,6.58,0.0
my photobooth,0,14,40.58,0.0
"""photo booth"" ""wynwood"" ""miami"" bar",0,14,6.63,0.0
what size is 2x6 in inches,0,14,2.0,0.0
4 strip photobooth,0,14,1.17,0.0
photo booth props ideas,0,14,15.31,0.0
photo strip booth,0,14,11.09,0.0
photobox atau photo booth,0,14,2.8,0.0
hasil photobooth namanya apa,0,14,1.67,0.0
photo booth series,0,14,1.18,0.0
mobile photobooth,1,14,32.35,7.143
photo booth vendors,1,14,39.67,7.143
photomaton fotos,0,14,1.0,0.0
glam booth rental,0,14,10.62,0.0
rental for photo booth,0,14,44.6,0.0
photo booth photo size cm,0,14,3.03,0.0
photo booth photo frame,0,14,7.81,0.0
photo booth rent,1,14,18.53,7.143
photobooth en español,0,14,2.38,0.0
photobooth shots,0,14,1.23,0.0
photo booth photo strips,0,14,36.58,0.0
square photo booth,0,14,8.15,0.0
social media photobooth,0,14,73.64,0.0
photo booth for birthday,0,14,55.11,0.0
building a photo booth,0,14,52.0,0.0
standard photo booth backdrop size,0,14,23.38,0.0
diy polaroid photo booth frame,0,14,12.65,0.0
photo booth creative ideas,0,14,49.95,0.0
picture strip,0,14,2.09,0.0
photo booth atau photobox,0,14,2.25,0.0
diy polaroid frame for photo booth,0,14,15.05,0.0
camera photo booth,0,13,8.75,0.0
perbedaan photo box dan photo booth,0,13,2.5,0.0
palabras relacionadas con fotomaton,0,13,1.0,0.0
what to see in downtown miami,0,13,1.0,0.0
photo booth for events,0,13,8.68,0.0
photo booth westchester ny,0,13,76.0,0.0
360 photo booth backdrop ideas,0,13,2.14,0.0
360 camera stand rental,0,13,79.7,0.0
hasil photobox namanya apa,0,13,1.17,0.0
roamer photo booth md,0,13,85.92,0.0
backdrop size for photo booth,0,13,58.58,0.0
how long is a photobooth strip,0,13,1.97,0.0
"photo booth rental in allapattah, florida",0,13,13.46,0.0
how to choose the best photobooth for your event in sedona,0,13,71.76,0.0
photo booth prop display ideas,0,13,8.55,0.0
portable photo booth that fits minimalist or elegant event aesthetics,0,13,6.6,0.0
photo booth in malay,0,13,3.15,0.0
2x2 picture size in percentage,0,13,1.0,0.0
camera booth,0,13,7.85,0.0
photo booth frame measurements,0,13,8.55,0.0
photobooth slips,0,13,1.62,0.0
photobooth adalah,0,13,2.54,0.0
photobooth pfp,0,13,7.28,0.0
photo stips,0,13,2.94,0.0
strip photobooth ukuran,0,13,1.91,0.0
whats a 360 photo booth,0,13,56.04,0.0
فوتوبوث,0,13,3.0,0.0
photobooth for rent,0,13,23.05,0.0
blababooth photo strip size,0,13,7.96,0.0
guestbook service,0,13,40.85,0.0
message booth,0,12,45.82,0.0
perbedaan photobox dan photobooth,0,12,2.75,0.0
booth picture,0,12,14.0,0.0
mobile photo booth rental,0,12,16.18,0.0
photobooth printer strips,0,12,3.17,0.0
#photoboothmiami,0,12,3.25,0.0
photo booth for rental,0,12,40.8,0.0
roamer photo booth va,0,12,96.25,0.0
what do you call the pictures that come out of a camera,0,12,1.25,0.0
photo booth display,0,12,30.5,0.0
photo booth 360 rental,0,12,9.05,0.0
photo booth business,0,12,8.82,0.0
meaning of photo booth,0,12,2.9,0.0
polaroid photo booth frame diy,1,12,11.36,8.333
polaroid size in inches,0,12,1.0,0.0
ukuran kertas fotobooth,0,12,1.76,0.0
diy polaroid frame,0,12,22.31,0.0
photo booth print out size,1,12,1.28,8.333
car photo booth,0,12,88.83,0.0
beda photobooth dan photobox,0,12,2.25,0.0
post office photo booth,0,12,1.0,0.0
kissing booth prop,0,12,9.86,0.0
roamer photo booth fort washington,0,12,12.5,0.0
360 photo booth event image,0,12,77.0,0.0
360 photo booth picture,0,12,23.26,0.0
how big is 6x4 photo,0,12,1.0,0.0
ukuran cetak photobooth,0,12,19.72,0.0
"photo booth rental in miami springs, florida",0,12,13.0,0.0
photo booth rental companies,0,12,55.28,0.0
premiere photo booth,0,12,29.0,0.0
wedding shower photo booth,0,12,17.45,0.0
photo booth phone,0,12,54.59,0.0
photo booth picture frame,0,12,6.82,0.0
stripe photobooth,0,12,2.17,0.0
photo box,0,12,1.75,0.0
5r photo size,0,12,1.0,0.0
strip size,0,12,8.33,0.0
photo booth studio,0,12,67.2,0.0
photo strip prints,0,12,6.0,0.0
photo strip photobooth,0,12,9.41,0.0
strip picture,0,12,2.15,0.0
photo ring rental,0,12,55.7,0.0
prop ideas for photo booth,0,12,27.68,0.0
photobooth strip frame,0,12,6.75,0.0
strip foto,0,12,2.23,0.0
fotomaton sinonimos,0,12,1.78,0.0
custom backdrops for photo booth,0,12,88.56,0.0
photobooth shoot,0,12,3.69,0.0
birthday photo booth rental,0,12,41.7,0.0
film strip size in inches,0,12,2.44,0.0
apa bedanya photobox dan photobooth,0,12,2.67,0.0
photobooth images,0,12,24.68,0.0
nautical shipwrecked photoshoot prop ideas,0,12,7.78,0.0
rent portable photo booth,0,12,60.67,0.0
"""photo booth mini"" app photo strips",0,11,2.0,0.0
"""(786) 833-7645"" mia photo booth",0,11,1.92,0.0
(inurl:photo) maim,0,11,7.62,0.0
perbedaan photobooth dan photo studio,0,11,2.0,0.0
magazine photo booth,0,11,7.3,0.0
booth size,0,11,13.36,0.0
mia photo,0,11,4.18,0.0
blababooth sample photo strip image,0,11,8.0,0.0
mini photo strips,0,11,6.79,0.0
roamer photo booth baltimore md,0,11,80.22,0.0
photo booth props,0,11,30.3,0.0
ukuran photostrip,0,11,3.44,0.0
photo booth rental orient park fl,0,11,83.36,0.0
photoboothmiami,0,11,4.75,0.0
how to make a photo booth frame from foam board,0,11,6.93,0.0
photobooth picture frame,0,11,6.55,0.0
vendor photobooth,0,11,52.4,0.0
what are the dimensions of a photo strip,0,11,3.08,0.0
"photo booth in miami springs, florida",0,11,15.35,0.0
"photo booth in miami, florida -site:indeed.com -site:instagram.com -site:wikipedia.org -site:linkedin.com -site:bark.com -site:facebook.com/groups",0,11,12.81,0.0
what are the photos that come out of cameras called,0,11,1.0,0.0
photo booth for school dances,0,11,53.73,0.0
photo booth florida,0,11,52.0,0.0
camera rental packages miami,0,11,25.8,0.0
photo booth strip printer,0,11,3.91,0.0
corporate photo booth north miami,0,11,48.36,0.0
photobooth stand,0,11,5.9,0.0
photobooth party,0,11,76.3,0.0
photo strip printer,0,11,3.22,0.0
photobooth stickers,0,11,5.6,0.0
glam booth wedding,0,11,23.52,0.0
photo booths for rent,1,11,12.0,9.091
360 photo booth poses,0,11,38.62,0.0
photobooth vendor,0,11,36.83,0.0
photo booth tits,0,11,2.08,0.0
photobooth prop ideas,0,11,7.85,0.0
cinema quality 360 degree photo booth setup time,0,11,8.18,0.0
home photo booth,0,11,52.5,0.0
mobile photo booths,0,10,50.08,0.0
size photo booth strip,0,10,2.5,0.0
mirror booth north miami,0,10,48.1,0.0
renting photo booth,0,10,30.71,0.0
photo stripes,0,10,2.25,0.0
props for photo booth ideas,0,10,34.2,0.0
photobooth stripe,0,10,2.0,0.0
photo booth size in feet,0,10,1.3,0.0
tira de fotos,0,10,3.1,0.0
headshot booth miami fl,0,10,36.78,0.0
mii film photobooth,0,10,14.17,0.0
photo strip booth near me,0,10,4.72,0.0
booth photo wedding,0,10,6.1,0.0
2 strips photobooth,0,10,2.9,0.0
what size is 2x2 picture,0,10,1.0,0.0
picture booth pictures,0,10,14.7,0.0
booth strip,0,10,1.0,0.0
photobooth for events,0,10,11.1,0.0
using pillows for photo booth props at events,0,10,22.89,0.0
how to use 360 photo booth,0,10,41.08,0.0
cheap photo booth rental,0,10,13.28,0.0
photo.booth rental,0,10,7.0,0.0
360 poses,0,10,53.4,0.0
photobooth rent,0,10,7.0,0.0
framing photo booth strips,0,10,35.38,0.0
birthday party photo booth rental,0,10,27.33,0.0
virginia gardens park camera,0,10,9.19,0.0
"photo booth hire company in allapattah, miami-dade county",0,10,22.33,0.0
photo strip size in canva,0,10,2.0,0.0
photo strip photo booth size,0,10,1.75,0.0
frame sizes smaller than 4x6,0,10,3.0,0.0
photobooth wall,0,10,7.5,0.0
photo booth with us,0,10,63.75,0.0
photo booth corner,0,10,2.19,0.0
capture photo booth,0,10,6.56,0.0
what are photo booth props,0,10,65.0,0.0
film strip photo booth,0,10,44.61,0.0
photos in a booth,0,10,3.0,0.0
how to print photo booth strips at walgreens,0,10,1.0,0.0
photo booth rental tierra verde fl,0,10,91.5,0.0
how to set up a photobooth,0,10,66.06,0.0
photo booth prop holder ideas,0,10,6.14,0.0
photo booth date,0,10,1.0,0.0
kissing booth rental,1,10,4.12,10.0
what are the pictures that come out of cameras called,0,10,1.0,0.0
"photo booth in allapattah, florida",0,10,21.28,0.0
diy 360 photo booth,0,10,2.43,0.0
camera rental miami fl,0,10,64.1,0.0
"""exhibits studio"" founded or established year",0,9,3.75,0.0
booth pic,0,9,4.92,0.0
louer photobooth,0,9,68.94,0.0
photobooth logo,0,9,16.57,0.0
photobooth service,0,9,34.67,0.0
rentable photo booth,0,9,13.67,0.0
picture of a photo booth,0,9,8.69,0.0
make a photo booth strip,0,9,46.06,0.0
polaroid size in cm,0,9,1.33,0.0
معنى فوتوبوث,0,9,1.43,0.0
diy photo booth equipment rental,0,9,73.57,0.0
how to make photo booth frame,0,9,17.64,0.0
2x6 inches,0,9,2.78,0.0
photos from the event booth,0,9,7.89,0.0
celebrity photo booth,0,9,68.79,0.0
"photo booth rental in miami beach, miami-dade county",0,9,43.7,0.0
photo booth rental north redington beach fl,0,9,94.33,0.0
photo booth rental oldsmar fl,0,9,93.78,0.0
"photo booth hire company in allapattah, florida",0,9,22.29,0.0
photobooth height,0,9,7.0,0.0
"photo booth hire company in miami springs, florida",0,9,11.33,0.0
kích thước frame photobooth phổ biến,0,9,3.75,0.0
photo booth camera rental,0,9,13.44,0.0
photo booth chinese,0,9,2.5,0.0
what do you call the strip of photos from a photo booth,0,9,1.35,0.0
photo booth cerca de mi,0,9,9.0,0.0
photostrip frame,0,9,8.69,0.0
photo booth lighting setup,1,9,13.14,11.111
photostrip kpop size,0,9,1.94,0.0
photo booth kiralama,0,9,36.14,0.0
photobooth film,0,9,1.88,0.0
how to set up photo booth,0,9,53.04,0.0
photo booth printing,0,9,32.89,0.0
how to work a 360 photo booth,0,9,36.1,0.0
photo booth rental westchester ny,0,9,73.94,0.0
photobooth shot,0,9,2.0,0.0
types of photo booths,0,9,12.22,0.0
south florida photo booth,0,9,54.44,0.0
how to create photo booth props,0,9,22.22,0.0
photo booth strip size canva,0,9,1.88,0.0
photo booth wall,0,9,3.0,0.0
photo booth translate,0,9,2.38,0.0
photobooths for rent,0,9,47.21,0.0
photo booth shots,0,9,4.78,0.0
photobooths miami,0,9,1.25,0.0
photobooths near me,0,9,8.25,0.0
360 photo booth rental largo fl,0,9,93.33,0.0
photo booth that prints strips,0,9,7.38,0.0
standard polaroid size,0,9,1.0,0.0
telephone booth photo,0,9,5.75,0.0
photobooth store,0,9,60.11,0.0
blababooth photo strip how many photos,0,9,2.0,0.0
frame photo booth,0,9,7.67,0.0
rent a camera miami,0,9,61.33,0.0
photo pod,0,9,69.71,0.0
4x6 inches,1,9,3.75,11.111
photo box dimensions,0,9,28.88,0.0
photo frame booth,0,9,7.46,0.0
blababooth photo strip example text readable,0,9,2.65,0.0
aeon photobooth,0,9,1.0,0.0
average polaroid size,0,9,1.0,0.0
strip photo frame,0,9,6.81,0.0
four poses photobooth,0,9,6.86,0.0
do it yourself wedding photo booth,0,9,73.43,0.0
strip photography,0,9,6.79,0.0
فوتو بوث,0,9,4.44,0.0
photobooth experience,0,8,55.0,0.0
photobooth en français,0,8,2.12,0.0
photobooth drawing,0,8,7.94,0.0
photo booth one word or two,0,8,75.12,0.0
vintage photo booth strips,0,8,47.93,0.0
photo booth nearby,0,8,9.5,0.0
diy polaroid photo booth,0,8,18.17,0.0
diy wedding photo booth,0,8,52.9,0.0
phototbooth,0,8,16.0,0.0
dynamic photo booth san diego,0,8,26.75,0.0
photobooth nipslip,0,8,10.5,0.0
photobooth name ideas,0,8,3.14,0.0
photobooth one word or two,0,8,44.75,0.0
photomaton taille photo,0,8,7.14,0.0
miami event photos,0,8,83.57,0.0
pair prop polaroid,0,8,7.17,0.0
what is this photo called,0,8,11.75,0.0
wedding photobooth,0,8,7.5,0.0
"photo booth in west miami, florida",0,8,19.07,0.0
photo booth medidas,1,8,1.33,12.5
size of 2x2,0,8,1.0,0.0
photobooth photoshoot,0,8,2.0,0.0
photobooth photo frame,0,8,6.5,0.0
booth image,0,8,2.33,0.0
portable photo booth minimalist elegant event aesthetics,0,8,16.78,0.0
what are these called,0,8,10.5,0.0
photo photo booth,0,8,55.12,0.0
photo bootj,0,8,44.05,0.0
photo booth in french,0,8,2.25,0.0
2 2 frame size in cm,0,8,1.0,0.0
"photo booth in allapattah, miami-dade county",0,8,46.06,0.0
affordable photo booth,0,8,1.83,0.0
is it photobooth or photo booth?,0,8,31.38,0.0
photobooth picture strip,0,8,10.71,0.0
photobooth vendors,0,8,8.29,0.0
photo booth diy props,0,8,4.5,0.0
photo booth service,0,8,16.58,0.0
360 photo booth rental olympia,0,8,42.86,0.0
360 photo booth png,0,8,9.28,0.0
local guide program,0,8,1.0,0.0
360 pose,0,8,16.75,0.0
myboothpic,0,8,5.15,0.0
what to do with photo booth pictures,0,8,27.17,0.0
nama photobooth,0,8,3.12,0.0
foto box,0,8,5.93,0.0
